Time,CPU Usage (%),CPU1 Temp (°C),CPU2 Temp (°C),Power Draw,Voltage,Current
2026/02/05 09:50:27 PM,16.9,52,50,118.6,233.3,09.15
2026/02/05 09:50:57 PM,31.8,52,48,128.6,233.3,09.44
2026/02/05 09:51:30 PM,16.4,47,51,113.4,233.3,08.36
2026/02/05 09:52:00 PM,62.7,56,54,117.7,233.5,00.56
2026/02/05 09:52:33 PM,53.7,55,53,127.3,233.9,09.15
2026/02/05 09:53:03 PM,15.6,52,50,117.9,233.5,08.56
2026/02/05 09:53:35 PM,18.5,52,50,123.1,233.5,09.19
2026/02/05 09:54:06 PM,12.5,49,53,119,233.5,00.54
2026/02/05 09:54:38 PM,10.4,48,50,125.5,233.6,09.29
2026/02/05 09:55:16 PM,10.6,51,47,114.2,233.4,08.46
2026/02/05 09:55:53 PM,7.6,53,49,115.2,233.5,09.24
2026/02/05 09:56:23 PM,35.8,53,54,126.9,233.6,09.37
2026/02/05 09:56:53 PM,9.2,52,49,115.5,234,08.45
2026/02/05 09:57:24 PM,12.3,50,51,125.3,233.9,09.28
2026/02/05 09:57:54 PM,24.2,52,49,122.2,233.8,09.15
2026/02/05 09:58:24 PM,28.1,50,50,121.8,233.8,09.49
2026/02/05 09:58:55 PM,15.2,48,50,117,234,08.34
2026/02/05 09:59:25 PM,19,50,48,115.1,234.1,08.51
2026/02/05 09:59:55 PM,15.2,48,52,114.2,234.1,08.39
2026/02/05 10:00:25 PM,40.3,54,55,126,233.9,09.33
2026/02/05 10:00:56 PM,12.7,49,50,115.4,233.8,08.44
2026/02/05 10:01:26 PM,15.2,51,48,121.3,233.7,08.54
2026/02/05 10:01:58 PM,68.2,51,49,114.8,233.9,08.48
2026/02/05 10:02:29 PM,35.9,52,48,117.3,233.6,09.03
2026/02/05 10:03:01 PM,13.8,50,49,116.6,233.4,00.53
2026/02/05 10:03:31 PM,43.8,54,54,127.3,233.1,09.39
2026/02/05 10:04:04 PM,47.8,51,55,123.6,233.2,08.32
2026/02/05 10:04:34 PM,13.4,47,51,123.2,233.1,00.53
2026/02/05 10:05:07 PM,19.7,47,49,112.4,233,08.32
2026/02/05 10:05:37 PM,15.4,49,49,114,233.2,00.52
2026/02/05 10:06:10 PM,26.6,46,48,111.5,233,08.28
2026/02/05 10:06:40 PM,13.4,46,51,113.4,233,08.46
2026/02/05 10:07:13 PM,12.3,47,51,114.5,233.1,08.32
2026/02/05 10:07:43 PM,7.6,46,51,115.1,233.3,08.45
2026/02/05 10:08:16 PM,19.7,47,49,123.9,233.1,09.24
2026/02/05 10:08:46 PM,28.4,47,49,119,233.2,09.04
2026/02/05 10:09:18 PM,14.3,51,49,119.4,233.3,09.05
2026/02/05 10:09:49 PM,22.4,47,51,123.8,233.1,08.43
2026/02/05 10:10:21 PM,18.2,50,47,114.6,233,08.42
2026/02/05 10:10:52 PM,43.9,47,52,111.6,233.5,08.28
2026/02/05 10:11:24 PM,12.1,45,49,111.5,233.1,08.37
2026/02/05 10:11:54 PM,9.1,49,47,116,232.9,08.42
2026/02/05 10:12:27 PM,12.5,49,48,113.7,233.3,08.38
2026/02/05 10:12:58 PM,10.8,48,50,114,233.1,08.39
2026/02/05 10:13:30 PM,24.6,50,47,112.1,233.5,00.51
2026/02/05 10:14:00 PM,23.9,52,50,111.3,233.3,08.41
2026/02/05 10:14:33 PM,18.8,49,47,114.7,233.5,09.22
2026/02/05 10:15:03 PM,49.3,51,54,111.6,233.3,08.28
2026/02/05 10:15:36 PM,71.2,53,53,119.5,233.3,09.04
2026/02/05 10:16:06 PM,33.8,46,48,114.9,233.5,00.57
2026/02/05 10:16:39 PM,24.6,54,53,121.3,233.4,00.53
2026/02/05 10:17:09 PM,7.7,45,50,124,233.3,09.25
2026/02/05 10:17:42 PM,12.5,45,49,114.7,233.5,08.42
2026/02/05 10:18:12 PM,7.7,48,45,117.2,233.3,08.37
2026/02/05 10:18:44 PM,13.6,47,50,116.5,233.4,08.33
2026/02/05 10:19:15 PM,10.8,44,50,115.4,233.6,08.45
2026/02/05 10:19:47 PM,15.4,46,47,114.5,233.4,08.42
2026/02/05 10:20:18 PM,15.4,50,48,111.7,233.2,00.51
2026/02/05 10:20:50 PM,27.7,50,49,114.3,233.2,00.52
2026/02/05 10:21:21 PM,40.9,52,55,122.4,233.4,08.34
2026/02/05 10:21:51 PM,15.4,49,48,114.2,233.3,08.32
2026/02/05 10:22:24 PM,12.3,48,46,111.7,233.6,08.29
2026/02/05 10:22:54 PM,20.3,50,46,113.9,233.6,08.37
2026/02/05 10:23:26 PM,31.2,50,49,117,233.2,08.44
2026/02/05 10:24:04 PM,36.9,52,50,114,233.4,08.32
2026/02/05 10:24:35 PM,20.9,49,48,113.9,233.5,08.42
2026/02/05 10:25:05 PM,16.4,45,47,116.7,233.3,08.51
2026/02/05 10:25:36 PM,36.9,55,51,124.8,233.4,09.14
2026/02/05 10:26:07 PM,65.2,53,54,113.6,233.3,08.42
2026/02/05 10:26:37 PM,54.7,47,51,115.2,233.3,08.44
2026/02/05 10:27:10 PM,16.7,50,48,113.3,233.5,08.36
2026/02/05 10:27:40 PM,29.7,47,48,121.1,233.5,08.39
2026/02/05 10:28:13 PM,10.6,50,47,119.6,233.3,08.35
2026/02/05 10:28:43 PM,12.3,45,50,112.8,233.7,08.34
2026/02/05 10:29:16 PM,17.5,49,47,111.7,233.8,08.28
2026/02/05 10:29:46 PM,21.5,50,48,120.5,233.5,08.54
2026/02/05 10:30:18 PM,33.3,51,53,115.9,233.5,08.29
2026/02/05 10:30:49 PM,38.5,50,48,115.6,233.7,08.45
2026/02/05 10:31:24 PM,21.2,49,53,120.7,233.7,09.08
2026/02/05 10:31:54 PM,45.3,51,53,127.4,233.7,00.54
2026/02/05 10:32:24 PM,24.6,51,49,118.9,234,09.44
2026/02/05 10:32:55 PM,33.3,48,50,123.6,233.6,09.27
2026/02/05 10:33:27 PM,28.1,49,50,119.1,233.4,09.01
2026/02/05 10:33:57 PM,7.7,49,48,115.6,233.6,08.45
2026/02/05 10:34:30 PM,12.3,45,47,114.9,233.4,08.44
2026/02/05 10:35:00 PM,21.5,50,48,113.8,233.5,08.35
2026/02/05 10:35:33 PM,20,49,48,123.4,233.8,09.18
2026/02/05 10:36:03 PM,34.8,50,55,115.1,233.8,08.43
2026/02/05 10:36:36 PM,20,50,49,123.8,233.5,09.23
2026/02/05 10:37:06 PM,16.4,48,47,127.2,233.8,09.27
2026/02/05 10:37:39 PM,33.3,54,51,112.1,233.7,08.39
2026/02/05 10:38:09 PM,6.2,46,47,121.6,233.7,09.13
2026/02/05 10:38:42 PM,10.6,48,47,112.1,233.6,08.31
2026/02/05 10:39:12 PM,14.1,49,45,113.2,233.8,08.44
2026/02/05 10:39:45 PM,30.3,50,50,115,233.7,08.33
2026/02/05 10:40:15 PM,46,49,49,113.5,233.6,08.36
2026/02/05 10:40:48 PM,19.7,49,46,112.6,233.8,08.31
2026/02/05 10:41:18 PM,39.4,51,50,112.7,233.8,08.39
2026/02/05 10:41:50 PM,18.2,50,48,126.6,233.6,09.26
2026/02/05 10:42:21 PM,21.2,45,51,126.5,233.5,09.34
2026/02/05 10:42:53 PM,12.1,48,45,112.8,233.5,08.33
2026/02/05 10:43:24 PM,10.8,47,50,116.9,233.9,00.53
2026/02/05 10:43:56 PM,7.6,45,48,113.1,233.9,09.21
2026/02/05 10:44:27 PM,47.8,51,51,124.5,234.1,09.23
2026/02/05 10:44:59 PM,39.4,54,50,124.2,234,09.25
2026/02/05 10:45:29 PM,16.4,49,50,114.6,234,08.41
2026/02/05 10:46:02 PM,23.4,49,49,117.1,233.8,08.59
2026/02/05 10:46:32 PM,12.1,45,51,123.4,234,08.34
2026/02/05 10:47:05 PM,21.2,45,48,119.2,234,00.51
2026/02/05 10:47:35 PM,13.6,49,47,113.4,234.3,08.36
2026/02/05 10:48:08 PM,9.1,45,50,113.4,234.5,08.35
2026/02/05 10:48:38 PM,12.5,49,45,115.3,234.2,08.31
2026/02/05 10:49:11 PM,25.4,45,46,114.6,234.3,08.31
2026/02/05 10:49:41 PM,12.3,48,47,115.1,234.2,08.42
2026/02/05 10:50:14 PM,3.1,45,47,125.5,234.3,09.28
2026/02/05 10:50:44 PM,25.8,44,48,124.4,234.3,09.16
2026/02/05 10:51:16 PM,23.4,46,50,114.8,234.3,08.37
2026/02/05 10:51:47 PM,15.6,45,49,113,234.2,08.33
2026/02/05 10:52:19 PM,10.6,49,46,113.8,234.4,08.37
2026/02/05 10:52:50 PM,7.5,47,49,114,234.2,08.35
2026/02/05 10:53:22 PM,21.5,49,47,115,234.1,09.23
2026/02/05 10:53:53 PM,34.3,51,54,119.4,234.4,09.28
2026/02/05 10:54:25 PM,44.1,54,51,123.1,233.9,09.19
2026/02/05 10:54:55 PM,21.5,49,47,124.1,234.5,09.23
2026/02/05 10:55:28 PM,19.7,49,44,112.8,234.5,08.23
2026/02/05 10:55:58 PM,20.3,45,47,115.5,234.3,08.43
2026/02/05 10:56:31 PM,90.9,49,49,131.5,234.2,09.56
2026/02/05 10:57:01 PM,59.4,52,50,126,234.2,09.31
2026/02/05 10:57:34 PM,28.1,51,50,117.1,234.3,08.51
2026/02/05 10:58:04 PM,32.8,48,52,117.8,234.2,08.56
2026/02/05 10:58:37 PM,37.3,48,55,126,234.1,09.03
2026/02/05 10:59:07 PM,9,49,45,111.7,234.1,08.28
2026/02/05 10:59:40 PM,26.2,47,49,111.7,234.6,08.27
2026/02/05 11:00:10 PM,7.5,50,46,115.2,234.7,08.43
2026/02/05 11:00:42 PM,9.4,51,47,115.9,234.4,08.57
2026/02/05 11:01:13 PM,39.4,45,49,120.4,234.2,09.06
2026/02/05 11:01:45 PM,32.8,52,51,115.9,234.1,08.46
2026/02/05 11:02:16 PM,4.5,46,48,112.2,234.3,00.51
2026/02/05 11:02:48 PM,4.5,45,48,110.3,234.2,00.51
2026/02/05 11:03:18 PM,13.8,47,50,113.4,234.1,00.52
2026/02/05 11:03:51 PM,16.4,46,50,114.5,234.5,00.52
2026/02/05 11:04:24 PM,18.8,46,49,118.6,234.3,08.57
2026/02/05 11:04:54 PM,19.7,47,48,123.3,234.3,09.31
2026/02/05 11:05:24 PM,38.8,53,52,125.4,234.5,09.26
2026/02/05 11:05:57 PM,39.7,54,52,115.2,234.4,08.35
2026/02/05 11:06:27 PM,6,50,48,122.5,234.5,09.16
2026/02/05 11:07:00 PM,9.1,49,45,114.4,234.5,00.52
2026/02/05 11:07:30 PM,38.5,49,50,117.6,234.3,09.28
2026/02/05 11:08:05 PM,14.1,46,49,112.3,234.7,00.51
2026/02/05 11:08:35 PM,23.1,50,46,114.4,234.6,08.39
2026/02/05 11:09:06 PM,28.1,51,52,121.7,234.6,09.11
2026/02/05 11:09:36 PM,13.8,47,50,125.7,234.6,09.19
2026/02/05 11:10:08 PM,38.8,52,54,118.8,234.2,09.06
2026/02/05 11:10:39 PM,23.1,47,51,116.3,234.4,08.48
2026/02/05 11:11:11 PM,31.8,49,49,115.8,234.7,08.45
2026/02/05 11:11:42 PM,23.9,46,49,114,234.6,08.51
2026/02/05 11:12:14 PM,12.5,47,51,119.8,234.5,09.47
2026/02/05 11:12:45 PM,53.8,50,49,126.8,234.6,09.33
2026/02/05 11:13:17 PM,44.6,48,51,121.8,234.6,09.11
2026/02/05 11:13:48 PM,38.5,48,51,119.2,234.1,00.54
2026/02/05 11:14:20 PM,100,47,53,118.5,234.5,09.34
2026/02/05 11:14:50 PM,46.2,50,54,114.1,234.3,09.36
2026/02/05 11:15:23 PM,29.9,50,52,124.5,234.3,09.23
2026/02/05 11:15:53 PM,34.3,46,49,115.4,234.4,08.43
2026/02/05 11:16:26 PM,54.5,49,51,125.7,234.2,08.59
2026/02/05 11:16:56 PM,16.2,52,47,120.5,234.3,08.57
2026/02/05 11:17:29 PM,19.7,51,47,125.3,234.3,09.24
2026/02/05 11:17:59 PM,31.3,55,53,112.3,234.1,00.51
2026/02/05 11:18:32 PM,38.2,51,55,122.9,234.1,09.17
2026/02/05 11:19:02 PM,25.8,47,49,125.3,234.3,09.25
2026/02/05 11:19:35 PM,10.6,47,49,112.9,234.1,08.46
2026/02/05 11:20:05 PM,21.9,47,51,115.6,234.4,08.44
2026/02/05 11:20:38 PM,10.9,49,47,116.8,234.3,00.53
2026/02/05 11:21:08 PM,22.1,51,53,116.5,234.3,08.45
2026/02/05 11:21:40 PM,15.4,50,47,117.7,234.2,08.56
2026/02/05 11:22:11 PM,18.5,50,48,116.6,234.2,08.49
2026/02/05 11:22:43 PM,16.4,51,48,127.1,234.2,09.36
2026/02/05 11:23:14 PM,33.3,52,53,115.2,234.2,09.28
2026/02/05 11:23:46 PM,21.9,45,46,114.8,234.3,08.42
2026/02/05 11:24:17 PM,10.4,50,47,113.8,234.4,08.37
2026/02/05 11:24:49 PM,36.9,53,52,113.4,234.4,08.35
2026/02/05 11:25:19 PM,39.4,53,52,125.1,234.5,09.26
2026/02/05 11:25:52 PM,33.8,55,53,126.4,234.1,08.39
2026/02/05 11:26:22 PM,21.5,48,48,122.9,234.5,08.41
2026/02/05 11:26:55 PM,15.2,50,47,113,234.2,08.34
2026/02/05 11:27:25 PM,11.1,46,51,112.3,234.2,00.51
2026/02/05 11:27:58 PM,11.9,46,51,115.2,234.4,08.43
2026/02/05 11:28:28 PM,7.6,47,51,119.1,234.5,08.44
2026/02/05 11:29:01 PM,25.4,53,51,129.3,234.4,09.24
2026/02/05 11:29:31 PM,7.6,51,49,125.6,234.5,09.29
2026/02/05 11:30:04 PM,6,50,49,114.8,234.2,08.41
2026/02/05 11:30:34 PM,26.6,46,48,112.8,234.2,08.45
2026/02/05 11:31:07 PM,20.3,54,50,124,234.3,00.53
2026/02/05 11:31:37 PM,31.8,50,48,119.7,234.2,09.03
2026/02/05 11:32:09 PM,15.4,46,50,127.9,234.5,09.38
2026/02/05 11:32:40 PM,37.1,51,52,117.1,234.6,00.57
2026/02/05 11:33:12 PM,15.4,46,51,113.5,234.4,00.53
2026/02/05 11:33:43 PM,16.9,46,50,113.8,234.6,08.44
2026/02/05 11:34:15 PM,13.8,49,50,111.6,234.1,08.28
2026/02/05 11:34:45 PM,12.3,50,46,112.4,234.4,08.31
2026/02/05 11:35:18 PM,10.6,50,49,112.9,234.2,08.44
2026/02/05 11:35:48 PM,16.4,45,51,114.8,234.4,08.37
2026/02/05 11:36:21 PM,21.9,51,49,116,234.4,08.46
2026/02/05 11:36:51 PM,36.8,52,55,111.4,234.2,08.27
2026/02/05 11:37:24 PM,38.8,52,53,122,234.5,00.52
2026/02/05 11:37:54 PM,7.6,47,51,125.2,234.4,08.35
2026/02/05 11:38:27 PM,20.3,50,47,115.1,234.5,08.38
2026/02/05 11:38:57 PM,16.7,46,51,116.2,234.6,08.47
2026/02/05 11:39:30 PM,24.2,47,48,112.9,234.5,08.32
2026/02/05 11:40:00 PM,13.8,51,47,115.9,234.6,08.32
2026/02/05 11:40:33 PM,11.9,45,50,116.4,234.5,09.34
2026/02/05 11:41:03 PM,9.2,46,52,114.1,234.7,08.38
2026/02/05 11:41:36 PM,9.1,50,48,124.4,234.9,09.23
2026/02/05 11:42:06 PM,34.8,52,54,118,234.7,09.23
2026/02/05 11:42:39 PM,34.3,52,51,112.4,234.7,08.24
2026/02/05 11:43:09 PM,4.5,50,45,123.2,234.5,09.18
2026/02/05 11:43:41 PM,13.4,51,47,112.9,234.7,08.33
2026/02/05 11:44:12 PM,30.3,47,48,115.4,235.1,00.53
2026/02/05 11:44:44 PM,10.4,50,47,115.3,235.1,09.07
2026/02/05 11:45:15 PM,16.9,47,49,113.1,235.1,08.36
2026/02/05 11:45:47 PM,22.2,47,50,119.2,235.1,08.58
2026/02/05 11:46:17 PM,50.8,50,47,116.8,234.8,08.49
2026/02/05 11:46:50 PM,44.1,47,49,117.3,234.8,00.57
2026/02/05 11:47:20 PM,29.2,50,49,116.8,234.7,08.33
2026/02/05 11:47:53 PM,20,51,47,115,234.9,08.33
2026/02/05 11:48:23 PM,59.1,47,51,114.1,234.7,08.38
2026/02/05 11:48:56 PM,4.6,46,47,114,234.6,08.37
2026/02/05 11:49:26 PM,19.7,51,51,111.5,234.6,08.43
2026/02/05 11:49:59 PM,31.9,52,55,123.7,234.7,08.35
2026/02/05 11:50:29 PM,17.2,46,51,122.6,234.7,09.15
2026/02/05 11:51:02 PM,12.3,49,46,111.7,234.6,08.27
2026/02/05 11:51:32 PM,7.6,48,46,114.1,234.7,08.34
2026/02/05 11:52:04 PM,13.8,46,50,114.3,234.3,08.38
2026/02/05 11:52:35 PM,13.4,46,50,112.8,234.4,08.32
2026/02/05 11:53:07 PM,13.8,50,50,124.9,234.4,09.26
2026/02/05 11:53:38 PM,43.9,51,52,113.4,234.6,00.56
2026/02/05 11:54:10 PM,37.9,56,53,124.3,234.5,08.34
2026/02/05 11:54:41 PM,13.6,44,48,123,234.6,08.32
2026/02/05 11:55:13 PM,3,48,47,112.9,234.5,08.32
2026/02/05 11:55:43 PM,29.9,48,51,112.3,234.2,08.31
2026/02/05 11:56:16 PM,26.2,49,46,112.1,234.4,08.29
2026/02/05 11:56:46 PM,16.9,51,50,113.6,234.3,08.43
2026/02/05 11:57:19 PM,10.6,50,47,113.9,234.4,08.38
2026/02/05 11:57:49 PM,15.2,50,49,112.4,234.4,08.31
2026/02/05 11:58:22 PM,43.8,53,53,112.3,234.6,08.29
2026/02/05 11:58:52 PM,14.1,49,47,118.7,234.7,09.08
2026/02/05 11:59:25 PM,20.6,48,51,113.1,234.6,08.21
2026/02/05 11:59:55 PM,38.5,52,53,116.7,234.6,08.49
2026/02/06 12:00:28 AM,48.5,50,54,127.3,234.2,09.37
2026/02/06 12:00:58 AM,63.1,49,49,118.8,234.1,08.58
2026/02/06 12:01:31 AM,50,50,47,119.3,234,09.02
2026/02/06 12:02:01 AM,32.8,50,48,126.2,234.2,09.33
2026/02/06 12:02:33 AM,18.5,48,50,113.1,234.4,08.34
2026/02/06 12:03:04 AM,10.6,46,49,116.6,234.2,08.35
2026/02/06 12:03:36 AM,9.4,50,48,118,234.1,08.43
2026/02/06 12:04:07 AM,14.1,50,47,114.7,234.2,08.41
2026/02/06 12:04:39 AM,17.2,46,49,113.4,234.3,08.35
2026/02/06 12:05:10 AM,34.3,55,54,114.1,234.2,09.27
2026/02/06 12:05:42 AM,57.1,55,52,123.4,234.3,08.43
2026/02/06 12:06:13 AM,12.5,49,49,124.3,234.5,09.22
2026/02/06 12:06:45 AM,37.9,51,53,112.6,234.2,08.32
2026/02/06 12:07:15 AM,33.3,50,52,113.6,234.4,08.36
2026/02/06 12:07:48 AM,7.6,51,47,112.7,234.4,08.28
2026/02/06 12:08:18 AM,12.1,46,50,113.5,234.2,08.34
2026/02/06 12:08:51 AM,14.1,49,47,112.2,234.2,00.51
2026/02/06 12:09:21 AM,21.9,48,51,116.2,234.3,08.48
2026/02/06 12:09:54 AM,17.2,50,49,119.4,234,08.54
2026/02/06 12:10:24 AM,23.1,48,51,119.5,234.2,09.16
2026/02/06 12:10:57 AM,40.6,47,52,120.1,234.4,09.08
2026/02/06 12:11:27 AM,86.6,52,53,126.1,234.5,09.31
2026/02/06 12:12:00 AM,7.6,50,49,114.5,234.6,00.52
2026/02/06 12:12:30 AM,10.6,47,49,113.3,234.3,08.34
2026/02/06 12:13:03 AM,6,48,49,112.6,234.5,08.36
2026/02/06 12:13:33 AM,15.4,51,49,112.7,234.4,08.32
2026/02/06 12:14:05 AM,7.5,47,53,127.1,234.5,09.35
2026/02/06 12:14:36 AM,38.8,54,53,118.9,234.6,09.37
2026/02/06 12:15:08 AM,14.1,52,48,119.5,234.4,09.14
2026/02/06 12:15:39 AM,36.4,52,55,111.8,234.5,08.27
2026/02/06 12:16:11 AM,40.3,48,49,120.1,234.3,09.05
2026/02/06 12:16:42 AM,28.6,47,50,115,234.5,08.44
2026/02/06 12:17:14 AM,13.8,47,49,122.5,234.5,09.22
2026/02/06 12:17:44 AM,35.8,53,52,124.5,234.7,09.23
2026/02/06 12:18:17 AM,32.8,51,53,123,234.3,09.18
2026/02/06 12:18:47 AM,4.6,51,45,112.4,235,00.51
2026/02/06 12:19:18 AM,14.1,48,49,112.4,235.2,08.37
2026/02/06 12:19:48 AM,12.1,50,47,113.6,235.1,08.31
2026/02/06 12:20:19 AM,6.1,52,46,125.2,235.2,00.56
2026/02/06 12:20:49 AM,7.5,48,48,113.1,235.3,00.51
2026/02/06 12:21:19 AM,22.7,51,50,112.2,235.4,08.28
2026/02/06 12:21:49 AM,16.9,47,50,116.5,235.5,08.47
2026/02/06 12:22:20 AM,24.2,50,49,122.6,235.6,09.13
2026/02/06 12:22:50 AM,25.4,54,50,125.7,235.3,09.28
2026/02/06 12:23:20 AM,39.1,54,53,119.3,235.3,08.36
2026/02/06 12:23:51 AM,13.4,51,47,115.2,235.4,08.44
2026/02/06 12:24:21 AM,6.1,49,47,119.5,235.5,09.28
2026/02/06 12:24:51 AM,25.8,48,50,127.4,235.4,09.35
2026/02/06 12:25:21 AM,41.2,51,51,114.4,235.4,08.37
2026/02/06 12:25:52 AM,23.5,51,46,115.2,235.5,08.41
2026/02/06 12:26:22 AM,16.9,49,48,112,235.5,08.32
2026/02/06 12:26:52 AM,6.1,46,50,123.3,235.4,09.08
2026/02/06 12:27:22 AM,34.8,52,52,113.9,235.6,08.37
2026/02/06 12:27:53 AM,7.6,46,48,113.5,235.7,08.26
2026/02/06 12:28:23 AM,47.1,53,54,128.1,235.7,09.37
2026/02/06 12:28:53 AM,34.4,51,48,119.3,235.6,08.59
2026/02/06 12:29:24 AM,9.1,47,44,114.2,235.7,08.36
2026/02/06 12:29:54 AM,24.2,47,49,111.9,235.9,08.38
2026/02/06 12:30:24 AM,14.9,50,47,112,235.8,08.33
2026/02/06 12:30:55 AM,26.2,51,46,116.5,236.3,08.54
2026/02/06 12:31:25 AM,26.6,47,49,117.5,236.3,08.51
2026/02/06 12:31:57 AM,74.6,49,49,116.8,235.8,08.47
2026/02/06 12:32:27 AM,15.6,44,50,115.5,235.9,08.42
2026/02/06 12:33:00 AM,17.2,50,45,115.2,235.8,08.51
2026/02/06 12:33:30 AM,36.4,45,47,114.4,235.8,08.54
2026/02/06 12:34:03 AM,47,47,44,112.7,235.9,00.51
2026/02/06 12:34:33 AM,31.3,48,44,112.3,235.9,08.28
2026/02/06 12:35:06 AM,19.7,45,47,113.5,235.9,08.33
2026/02/06 12:35:36 AM,50.8,46,50,120.9,235.7,00.54
2026/02/06 12:36:09 AM,31.7,47,45,120.4,236.1,09.02
2026/02/06 12:36:39 AM,45.3,46,48,118.6,236.2,08.54
2026/02/06 12:37:12 AM,36.9,50,47,123.5,236.1,09.17
2026/02/06 12:37:42 AM,72.3,46,47,121,236,09.19
2026/02/06 12:38:15 AM,47.7,46,48,123.9,235.8,09.09
2026/02/06 12:38:45 AM,48.4,50,50,125.2,236.1,09.24
2026/02/06 12:39:18 AM,39.7,47,46,124.7,236,09.21
2026/02/06 12:39:48 AM,58.1,50,47,121.9,236.1,09.13
2026/02/06 12:40:21 AM,15.2,50,49,123.1,236.2,09.15
2026/02/06 12:40:51 AM,19.4,48,46,120.7,236.4,09.03
2026/02/06 12:41:24 AM,18.8,48,47,121.2,236.7,09.05
2026/02/06 12:41:54 AM,25,48,46,118,236.4,08.58
2026/02/06 12:42:27 AM,24.2,45,48,114.7,236.2,08.37
2026/02/06 12:42:57 AM,13.4,49,46,117.6,236.5,00.53
2026/02/06 12:43:30 AM,13.6,47,50,113.9,235.9,08.34
