Time,CPU Usage (%),CPU1 Temp (°C),CPU2 Temp (°C),Power Draw,Voltage,Current
2026/02/25 08:51:02 PM,56.1,55,58,118.4,232.9,0.593
2026/02/25 08:51:33 PM,9.2,53,54,111,233.2,0.571
2026/02/25 08:52:05 PM,39.4,54,57,111.5,233,0.562
2026/02/25 08:52:35 PM,31.2,52,56,113.5,233.2,0.57
2026/02/25 08:53:08 PM,13.8,58,53,114.4,233,0.574
2026/02/25 08:53:38 PM,18.2,55,56,114.9,233.2,0.579
2026/02/25 08:54:11 PM,22.7,55,55,112.5,233.2,0.566
2026/02/25 08:54:41 PM,40.9,55,54,111.3,233,0.561
2026/02/25 08:55:14 PM,15.2,54,56,113.3,233,0.57
2026/02/25 08:55:44 PM,15.2,57,53,115.8,232.9,0.576
2026/02/25 08:56:16 PM,43.9,56,57,118.7,232.8,0.581
2026/02/25 08:56:47 PM,35.4,54,55,115.8,233,0.581
2026/02/25 08:57:19 PM,23.9,56,56,115.2,232.9,0.578
2026/02/25 08:57:50 PM,43.3,58,53,114.1,232.8,0.574
2026/02/25 08:58:22 PM,9.2,58,53,111.5,232.7,0.565
2026/02/25 08:58:52 PM,23.1,58,55,112,232.4,0.59
2026/02/25 08:59:25 PM,28.4,58,54,113.2,232.2,0.571
2026/02/25 08:59:55 PM,23.9,55,55,112,232.8,0.565
2026/02/25 09:00:28 PM,32.8,55,55,118,233.1,0.588
2026/02/25 09:00:58 PM,25.8,58,56,120.1,232.9,0.599
2026/02/25 09:01:31 PM,50,57,56,118.1,233,0.593
2026/02/25 09:02:01 PM,34.4,56,56,118.1,233,0.589
2026/02/25 09:02:34 PM,57.6,56,58,118.7,232.7,0.592
2026/02/25 09:03:04 PM,23.8,57,58,120.6,232.8,0.599
2026/02/25 09:03:36 PM,53.8,56,56,118.8,232.7,0.603
2026/02/25 09:04:07 PM,80,62,60,121,232.6,0.602
2026/02/25 09:04:39 PM,39.4,60,57,117.7,232.1,0.589
2026/02/25 09:05:10 PM,43.9,57,58,117.6,232.8,0.598
2026/02/25 09:05:42 PM,25.8,59,59,114.3,232.8,0.571
2026/02/25 09:06:13 PM,23.1,59,57,114.6,232.2,0.582
2026/02/25 09:06:45 PM,16.9,55,56,115.4,232.5,0.579
2026/02/25 09:07:15 PM,12.3,58,55,112.3,232.2,0.566
2026/02/25 09:07:48 PM,23.9,56,57,112.7,232.5,0.58
2026/02/25 09:08:18 PM,46.9,60,55,112.5,232.7,0.581
2026/02/25 09:08:51 PM,42.4,57,58,112.4,232.4,0.572
2026/02/25 09:09:21 PM,24.2,55,57,113.2,232.7,0.57
2026/02/25 09:09:54 PM,18.2,58,55,112.9,232.7,0.568
2026/02/25 09:10:24 PM,30.8,56,57,115.2,232.5,0.575
2026/02/25 09:10:57 PM,33.3,57,55,119.1,232.3,0.597
2026/02/25 09:11:27 PM,36.5,59,56,116.3,232.5,0.583
2026/02/25 09:12:00 PM,40,57,57,118,233.2,0.589
2026/02/25 09:12:30 PM,32.8,56,57,113.9,233.1,0.579
2026/02/25 09:13:02 PM,12.1,55,58,112.2,232.7,0.562
2026/02/25 09:13:33 PM,31.9,55,56,113.4,232.8,0.57
2026/02/25 09:14:05 PM,30.8,60,56,113.3,233.2,0.569
2026/02/25 09:14:36 PM,43.8,55,58,115,232.8,0.576
2026/02/25 09:15:08 PM,58.5,59,57,111.6,232.9,0.586
2026/02/25 09:15:38 PM,25,58,54,113.1,232.8,0.575
2026/02/25 09:16:11 PM,23.4,57,57,117.5,232.7,0.587
2026/02/25 09:16:41 PM,18.2,58,56,114.9,233.1,0.576
2026/02/25 09:17:14 PM,32.8,58,56,117.1,233.1,0.585
2026/02/25 09:17:44 PM,32.8,55,57,114.4,233.2,0.576
2026/02/25 09:18:17 PM,31.3,58,56,113.2,233.1,0.571
2026/02/25 09:18:47 PM,21.2,56,56,114.4,233.2,0.573
2026/02/25 09:19:20 PM,35.4,57,57,112.7,233.3,0.567
2026/02/25 09:19:50 PM,12.1,56,56,112.9,233,0.566
2026/02/25 09:20:22 PM,18.2,59,57,114.8,232.9,0.592
2026/02/25 09:20:53 PM,18.5,59,55,118.7,232.8,0.593
2026/02/25 09:21:25 PM,28.1,54,56,115.4,232.9,0.579
2026/02/25 09:21:56 PM,20.9,54,58,115.6,232.8,0.579
2026/02/25 09:22:28 PM,46.3,58,55,115.7,232.6,0.57
2026/02/25 09:22:58 PM,19.7,55,57,111.4,232.6,0.583
2026/02/25 09:23:31 PM,21.2,56,57,112.7,232.6,0.568
2026/02/25 09:24:01 PM,13.8,56,57,111.8,232.6,0.564
2026/02/25 09:24:34 PM,24.2,58,54,114,232.5,0.571
2026/02/25 09:25:04 PM,48.4,57,58,115.7,232.3,0.607
2026/02/25 09:25:37 PM,20.3,58,56,115.7,232.2,0.592
2026/02/25 09:26:07 PM,83.3,59,55,118.9,232.4,0.594
2026/02/25 09:26:40 PM,15.2,56,56,113.8,233.2,0.572
2026/02/25 09:27:10 PM,35.4,59,55,116.3,232.5,0.579
2026/02/25 09:27:42 PM,34.8,56,57,116.3,232.7,0.57
2026/02/25 09:28:13 PM,13.8,58,55,113.9,232.6,0.572
2026/02/25 09:28:45 PM,9.2,58,55,113.9,232.9,0.572
2026/02/25 09:29:16 PM,12.1,59,55,114.9,233,0.558
2026/02/25 09:29:48 PM,18.5,55,54,112.7,233.4,0.565
2026/02/25 09:30:19 PM,9,55,56,113.3,233,0.579
2026/02/25 09:30:51 PM,20.3,58,55,112.9,232.9,0.567
2026/02/25 09:31:21 PM,32.8,59,55,119.8,233.2,0.596
2026/02/25 09:31:54 PM,34.8,57,58,117.8,233.4,0.591
2026/02/25 09:32:24 PM,49.2,56,55,120.6,233.2,0.608
2026/02/25 09:32:57 PM,38.5,57,57,120,233.4,0.598
2026/02/25 09:33:27 PM,60.6,59,55,114.5,233.4,0.574
2026/02/25 09:34:00 PM,16.7,59,55,112.7,233.2,0.566
2026/02/25 09:34:30 PM,30.3,54,56,111.9,233.4,0.581
2026/02/25 09:35:03 PM,7.6,55,56,113.5,233.5,0.576
2026/02/25 09:35:33 PM,26.9,60,53,112.5,233,0.566
2026/02/25 09:36:05 PM,36.5,56,56,118.9,233.1,0.593
2026/02/25 09:36:36 PM,20,60,56,111.8,233.6,0.569
2026/02/25 09:37:08 PM,26.9,55,55,111.8,233.5,0.577
2026/02/25 09:37:39 PM,56.2,60,57,118.5,233.5,0.602
2026/02/25 09:38:11 PM,25,60,57,124.7,233.5,0.618
2026/02/25 09:38:41 PM,96.9,58,57,126.4,233.4,0.624
2026/02/25 09:39:14 PM,45.5,61,58,128.2,233.2,0.599
2026/02/25 09:39:45 PM,53,61,58,119.3,233.3,0.613
2026/02/25 09:40:17 PM,46,58,58,121.2,233.6,0.602
2026/02/25 09:40:47 PM,100,58,59,123,233.7,0.609
2026/02/25 09:41:20 PM,73,58,59,124.9,233.6,0.614
2026/02/25 09:41:53 PM,67.2,57,57,121.5,233.5,0.603
2026/02/25 09:42:24 PM,56.2,60,59,122.4,233.3,0.606
2026/02/25 09:42:54 PM,37.5,58,61,120.7,233.6,0.6
2026/02/25 09:43:25 PM,91.2,64,59,129.4,233.9,0.612
2026/02/25 09:43:56 PM,98.4,60,61,122.2,233.8,0.635
2026/02/25 09:44:28 PM,29.2,60,60,120.2,234.1,0.603
2026/02/25 09:44:58 PM,80,57,57,119.4,233.7,0.623
2026/02/25 09:45:31 PM,42.9,63,60,123.8,233.4,0.614
2026/02/25 09:46:01 PM,33.3,63,57,114,233.8,0.572
2026/02/25 09:46:34 PM,31.3,58,59,113.1,233.8,0.562
2026/02/25 09:47:04 PM,9.2,62,56,113.7,233.4,0.571
2026/02/25 09:47:37 PM,43.9,60,57,111.4,233.5,0.572
2026/02/25 09:48:07 PM,46.8,63,58,112.3,233.6,0.565
2026/02/25 09:48:40 PM,28.4,57,56,117.9,233.5,0.574
2026/02/25 09:49:10 PM,12.1,56,59,114,233.5,0.572
2026/02/25 09:49:43 PM,31.8,58,59,113,233.7,0.566
2026/02/25 09:50:13 PM,28.4,57,56,113.2,233.8,0.569
2026/02/25 09:50:45 PM,29.2,61,57,113.9,233.6,0.571
2026/02/25 09:51:16 PM,35.4,57,58,111.2,233.3,0.569
2026/02/25 09:51:48 PM,13.4,59,56,114.6,233.2,0.573
2026/02/25 09:52:19 PM,21.9,56,59,115,233.4,0.576
2026/02/25 09:52:51 PM,28.8,57,58,114.7,233.1,0.575
2026/02/25 09:53:22 PM,30.4,56,58,113.5,233.4,0.57
2026/02/25 09:53:54 PM,28.8,56,57,113.2,233.3,0.573
2026/02/25 09:54:24 PM,17.6,56,58,112.3,233.3,0.568
2026/02/25 09:54:57 PM,51.6,56,54,115,233.3,0.577
2026/02/25 09:55:27 PM,4.5,59,54,110.9,233.4,0.559
2026/02/25 09:56:00 PM,69.7,57,56,117.5,233.4,0.586
2026/02/25 09:56:30 PM,100,59,55,113.7,233.7,0.582
2026/02/25 09:57:03 PM,53.1,58,58,119.8,232.9,0.597
2026/02/25 09:57:33 PM,12.3,59,55,113.8,233.1,0.571
2026/02/25 09:58:06 PM,16.7,59,55,112.1,233.1,0.564
2026/02/25 09:58:36 PM,40.9,59,56,119.1,232.9,0.584
2026/02/25 09:59:08 PM,42.2,57,55,116.7,232.9,0.582
2026/02/25 09:59:39 PM,21.5,59,56,116,232.5,0.581
2026/02/25 10:00:11 PM,43.9,58,59,118.5,232.9,0.591
2026/02/25 10:00:42 PM,75.4,60,58,118.7,233,0.584
2026/02/25 10:01:14 PM,68.2,57,60,119.7,233.2,0.594
2026/02/25 10:01:45 PM,89.2,60,58,117.6,233.2,0.587
2026/02/25 10:02:17 PM,17.9,56,56,113.1,233.2,0.568
2026/02/25 10:02:47 PM,19.7,58,56,114.2,233.3,0.573
2026/02/25 10:03:20 PM,10.6,55,58,115.1,232.9,0.566
2026/02/25 10:03:50 PM,28.8,59,55,114.9,233.1,0.574
2026/02/25 10:04:23 PM,23.1,59,56,117.7,232.8,0.588
2026/02/25 10:04:53 PM,40,58,56,118.9,232.7,0.594
2026/02/25 10:05:26 PM,24.2,60,59,117.1,232.9,0.575
2026/02/25 10:05:56 PM,59.1,60,59,116.8,232.9,0.593
2026/02/25 10:06:29 PM,37.9,60,59,118.5,232.9,0.591
2026/02/25 10:06:59 PM,12.1,55,58,112.7,232.7,0.567
2026/02/25 10:07:31 PM,20.6,56,56,111.1,233.5,0.56
2026/02/25 10:08:02 PM,24.6,56,57,112.2,233.4,0.579
2026/02/25 10:08:34 PM,35.8,60,55,114.9,233.2,0.575
2026/02/25 10:09:05 PM,20.3,59,57,112.6,233.3,0.566
2026/02/25 10:09:37 PM,16.9,59,57,112.8,233.2,0.566
2026/02/25 10:10:08 PM,23.1,56,56,115.4,233.3,0.574
2026/02/25 10:10:40 PM,12.5,55,57,113.6,233.5,0.568
2026/02/25 10:11:10 PM,23.1,60,54,118.6,233.7,0.588
2026/02/25 10:11:43 PM,21.5,57,57,114.8,233.9,0.574
2026/02/25 10:12:13 PM,29.2,57,57,115.4,234,0.577
2026/02/25 10:12:46 PM,16.9,54,57,114.3,233.8,0.58
2026/02/25 10:13:16 PM,25.8,56,57,114.2,233.5,0.574
2026/02/25 10:13:49 PM,60,57,56,117.5,233.4,0.587
2026/02/25 10:14:19 PM,37.5,57,58,118.1,233.4,0.589
2026/02/25 10:14:52 PM,28.8,60,57,118,233.3,0.589
2026/02/25 10:15:22 PM,17.5,60,57,116.5,233.5,0.587
2026/02/25 10:15:55 PM,68.2,59,57,120.4,233.9,0.597
2026/02/25 10:16:25 PM,32.8,60,57,118.2,233.8,0.589
2026/02/25 10:16:57 PM,34.4,57,60,124.4,233.8,0.615
2026/02/25 10:17:28 PM,98.5,61,57,118.4,233.7,0.588
2026/02/25 10:18:00 PM,80.9,57,57,121.2,233.7,0.625
2026/02/25 10:18:31 PM,72.3,61,58,117.4,234,0.585
2026/02/25 10:19:03 PM,13.8,58,57,114.7,234,0.574
2026/02/25 10:19:33 PM,13.8,57,59,115.4,234,0.577
